elevation	plot	species	plant_number	treatment	seedset	comment
2800	4	Hypericum r	2	geitonogamy	125	4 chambers
2800	4	Hypericum r	2	outcrossing	250	1 chamber
2800	4	Hypericum r	2	geitonogamy	316	5 chambers
2800	4	Hypericum r	2	control	355	2 chambers
2800	4	Hypericum r	2	control	493	4 chambers
2800	4	Hypericum r	3	control	125	1 chamber
2800	4	Hypericum r	3	control	497	5 chambers
2800	4	Hypericum r	3	outcrossing	517	3 chambers
2800	4	Hypericum r	4	geitonogamy	170	3 chambers
2800	4	Hypericum r	4	control	175	1 chamber
2800	4	Hypericum r	4	outcrossing	352	4 chambers
2800	4	Hypericum r	4	outcrossing	486	perfect speciment, photo
2800	4	Hypericum r	4	control	550	2 chamers
2800	4	Hypericum r	5	I/II	160	1 chamber
2800	4	Hypericum r	5	geitonogamy	184	5 chambers
2800	4	Hypericum r	5	outcrossing	202	5 chambers
2800	10	Hypericum r	50	control	315	3 chambers, renamed to 50, since it didn't have a plant number
2800	9	Hypericum r	6	autogamy	85	2 chambers
2800	9	Hypericum r	6	control	286	5 chambers
2800	9	Hypericum r	6	outcrossing	322	5 chambers
2800	9	Hypericum r	7	control	130	1 chamber
2800	9	Hypericum r	7	geitonogamy	149	3 chambers
2800	9	Hypericum r	7	geitonogamy	236	5 chambers
2800	9	Hypericum r	7	autogamy	275	1 chamber
2800	9	Hypericum r	7	outcrossing	287	5 chambers, all seeds flatter
2800	9	Hypericum r	7	outcrossing	428	5 chambers
2800	9	Hypericum r	7	outcrossing	519	5 chambers
2800	10	Hypericum r	8	geitonogamy	235	3 chambers
2800	10	Hypericum r	8	autogamy	286	5 chambers
2800	10	Hypericum r	8	geitonogamy	300	2 chambers
2800	10	Hypericum r	8	geitonogamy	308	2 chambers
2800	10	Hypericum r	8	geitonogamy	347	5 chambers
2800	10	Hypericum r	8	outcrossing	377	4 chambers
2800	10	Hypericum r	8	outcrossing	388	4 chambers
2800	10	Hypericum r	8	control	429	5 chambers
2800	10	Hypericum r	8	control	495	3 chambers
2800	10	Hypericum r	8	outcrossing	497	4 chambers
2800	10	Hypericum r	8	autogamy	511	had three !!! next to it, dont know what it means, 5 chambers
2800	10	Hypericum r	8	outcrossing	571	5 chambers
2800	10	Hypericum r	8	outcrossing	660	1 chamber
4000	1	Hypericum r	1	outcrossing	0	tiny, unfinished
4000	1	Hypericum r	1	outcrossing	0	tiny, unfinished
4000	1	Hypericum r	1	autogamy	0	tiny, unfinished
4000	1	Hypericum r	1	outcrossing	0	tiny, unfinished
4000	1	Hypericum r	1	geitonogamy	0	tiny, unfinished
4000	1	Hypericum r	1	control	0	tiny, unfinished
4000	1	Hypericum r	1	control	0	tiny, unfinished
4000	1	Hypericum r	1	outcrossing	0	tiny, unfinished
4000	1	Hypericum r	1	control	0	tiny, unfinished
4000	1	Hypericum r	1	outcrossing	0	tiny, unfinished
4000	2	Hypericum r	2	autogamy	0	tiny, unfinished
4000	2	Hypericum r	2	control	0	tiny, unfinished
4000	2	Hypericum r	2	geitonogamy	0	tiny, unfinished
4000	2	Hypericum r	2	control	0	tiny, unfinished
4000	2	Hypericum r	2	autogamy	0	tiny, unfinished
4000	2	Hypericum r	2	outcrossing	0	tiny, unfinished
4000	2	Hypericum r	2	control	0	tiny, unfinished
4000	2	Hypericum r	2	autogamy	0	tiny, unfinished
4000	2	Hypericum r	2	autogamy	0	tiny, unfinished
4000	2	Hypericum r	2	control	0	tiny, unfinished
4000	2	Hypericum r	2	autogamy	0	tiny, unfinished
4000	3	Hypericum r	3	outcrossing	0	tiny, unfinished
4000	3	Hypericum r	3	outcrossing	0	tiny, unfinished
4000	3	Hypericum r	3	autogamy	0	tiny, unfinished
4000	3	Hypericum r	3	autogamy	0	tiny, unfinished
4000	3	Hypericum r	3	geitonogamy	0	tiny, unfinished
4000	3	Hypericum r	3	control	0	tiny, unfinished
4000	3	Hypericum r	3	control	0	tiny, unfinished
4000	3	Hypericum r	3	control	0	tiny, unfinished
4000	3	Hypericum r	3	autogamy	0	tiny, unfinished
4000	3	Hypericum r	3	geitonogamy	0	tiny, unfinished
4000	3	Hypericum r	3	autogamy	0	tiny, unfinished
4000	3	Hypericum r	3	geitonogamy	0	tiny, unfinished
4000	3	Hypericum r	3	outcrossing	0	tiny, unfinished
4000	3	Hypericum r	3	geitonogamy	0	tiny, unfinished
4000	4	Hypericum r	4	geitonogamy	0	tiny, unfinished
4000	4	Hypericum r	4	outcrossing	0	tiny, unfinished
4000	4	Hypericum r	4	control	0	tiny, unfinished
4000	4	Hypericum r	4	outcrossing	0	tiny, unfinished
4000	4	Hypericum r	4	geitonogamy	0	tiny, unfinished
4000	4	Hypericum r	4	autogamy	0	tiny, unfinished
4000	4	Hypericum r	4	outcrossing	0	tiny, unfinished
4000	4	Hypericum r	4	autogamy	0	tiny, unfinished
4000	4	Hypericum r	4	autogamy	0	tiny, unfinished
4000	4	Hypericum r	4	geitonogamy	0	tiny, unfinished
4000	4	Hypericum r	4	autogamy	0	tiny, unfinished
2300		Lactuca i	1	outcrossing	0	
2300		Lactuca i	1	control	0	
2300		Lactuca i	1	autogamy	6	
2300		Lactuca i	1	control	8	
2300		Lactuca i	1	outcrossing	9	
2300		Lactuca i	10	control	0	
2300		Lactuca i	10	autogamy	4	
2300		Lactuca i	10	outcrossing	5	
2300		Lactuca i	10	outcrossing	9	
2300		Lactuca i	11	control	5	
2300		Lactuca i	11	autogamy	8	
2300		Lactuca i	11	outcrossing	10	
2300		Lactuca i	12	autogamy	0	
2300		Lactuca i	12	autogamy	1	
2300		Lactuca i	12	control	4	
2300		Lactuca i	12	outcrossing	5	
2300		Lactuca i	13	autogamy	0	
2300		Lactuca i	13	control	0	
2300		Lactuca i	14	autogamy	0	
2300		Lactuca i	15	autogamy	1	
2300		Lactuca i	15	control	3	
2300		Lactuca i	16	outcrossing	0	
2300		Lactuca i	17	control	0	
2300		Lactuca i	17	outcrossing	0	
2300		Lactuca i	17	outcrossing	6	
2300		Lactuca i	18	outcrossing	0	
2300		Lactuca i	18	autogamy	0	
2300		Lactuca i	18	control	2	
2300		Lactuca i	18	autogamy	4	
2300		Lactuca i	19	autogamy	4	
2300		Lactuca i	2	autogamy	0	
2300		Lactuca i	2	outcrossing	8	
2300		Lactuca i	20	outcrossing	5	
2300		Lactuca i	21	control	0	
2300		Lactuca i	22	control	0	
2300		Lactuca i	23	control	9	
2300		Lactuca i	24	outcrossing	0	
2300		Lactuca i	25	autogamy	1	
2300		Lactuca i	25	autogamy	5	
2300		Lactuca i	25	outcrossing	7	
2300		Lactuca i	26	autogamy	0	
2300		Lactuca i	26	control	6	
2300		Lactuca i	27	outcrossing	0	
2300		Lactuca i	27	outcrossing	1	
2300		Lactuca i	27	autogamy	3	
2300		Lactuca i	28	autogamy	0	
2300		Lactuca i	28	autogamy	0	
2300		Lactuca i	28	outcrossing	6	
2300		Lactuca i	29	control	0	
2300		Lactuca i	29	autogamy	3	
2300		Lactuca i	29	control	8	
2300		Lactuca i	29	outcrossing	9	
2300		Lactuca i	29	control	10	
2300		Lactuca i	29	outcrossing	14	
2300		Lactuca i	3	control	0	
2300		Lactuca i	3	outcrossing	3	
2300		Lactuca i	30	autogamy	2	
2300		Lactuca i	30	autogamy	8	
2300		Lactuca i	30	outcrossing	10	
2300		Lactuca i	30	control	11	
2300		Lactuca i	32	autogamy	0	
2300		Lactuca i	32	control	2	
2300		Lactuca i	32	outcrossing	8	
2300		Lactuca i	33	outcrossing	3	
2300		Lactuca i	34	outcrossing	0	
2300		Lactuca i	34	control	14	
2300		Lactuca i	4	control	0	
2300		Lactuca i	5	outcrossing	0	
2300		Lactuca i	5	control	0	
2300		Lactuca i	5	outcrossing	4	
2300		Lactuca i	5	autogamy	5	
2300		Lactuca i	5	control	7	
2300		Lactuca i	5	outcrossing	7	
2300		Lactuca i	5	control	7	
2300		Lactuca i	5	autogamy	10	
2300		Lactuca i	6	control	5	
2300		Lactuca i	7	outcrossing	13	
2300		Lactuca i	8	control	0	
2300		Lactuca i	8	autogamy	1	
2300		Lactuca i	8	outcrossing	2	
2300		Lactuca i	8	outcrossing	8	
2300		Lactuca i	9	autogamy	0	
2300		Lactuca i	9	control	5	
2800	1	Lactuca i	1	control	10	
2800	5	Lactuca i	10	control	0	
2800	5	Lactuca i	10	autogamy	7	
2800	5	Lactuca i	11	control	10	
2800	5	Lactuca i	11	control	11	
2800	5	Lactuca i	11	outcrossing	11	
2800	5	Lactuca i	12	autogamy	3	
2800	5	Lactuca i	12	autogamy	4	
2800	5	Lactuca i	12	control	8	
2800	5	Lactuca i	12	outcrossing	9	
2800	5	Lactuca i	13	autogamy	0	
2800	5	Lactuca i	13	geitonogamy	4	
2800	7	Lactuca i	14	control	0	
2800	7	Lactuca i	14	control	0	
2800	7	Lactuca i	16	autogamy	1	
2800	7	Lactuca i	16	outcrossing	8	
2800	7	Lactuca i	16	control	14	
2800	7	Lactuca i	18	control	11	
2800	7	Lactuca i	19	autogamy	0	
2800	1	Lactuca i	2	control	4	
2800	1	Lactuca i	2	autogamy	12	
2800	1	Lactuca i	2	outcrossing	14	
2800	7	Lactuca i	20	control	14	
2800	1	Lactuca i	3	autogamy	3	
2800	1	Lactuca i	3	outcrossing	13	
2800	1	Lactuca i	4	control	4	
2800	1	Lactuca i	4	outcrossing	8	red, check bag
2800	1	Lactuca i	5	control	0	
2800	1	Lactuca i	5	outcrossing	9	
2800	7	Lactuca i	50	control	0	renamed to 50 since it didn’t have number
2800	7	Lactuca i	51	autogamy	6	renamed to 51, since it didn't have plant number
2800	5	Lactuca i	52	autogamy	5	renamed to 52, since it didn't have plant number
2800	1	Lactuca i	6	outcrossing	0	
2800	1	Lactuca i	6	autogamy	6	
2800	1	Lactuca i	6	autogamy	10	
2800	1	Lactuca i	6	control	13	
2800	1	Lactuca i	7	autogamy	0	
2800	1	Lactuca i	7	control	5	
2800	1	Lactuca i	8	autogamy	1	
2800	1	Lactuca i	8	control	11	
2800	1	Lactuca i	9	outcrossing	6	
2800	1	Lactuca i	9	control	10	
3500	5	Lactuca i	1	outcrossing	0	
3500	5	Lactuca i	1	control	0	
3500	4	Lactuca i	1	autogamy	0	
3500	2	Lactuca i	1	autogamy	2	wierd, check bag
3500	4	Lactuca i	1	control	2	
3500	4	Lactuca i	1	outcrossing	8	
3500	2	Lactuca i	2	autogamy	0	
3500	3	Lactuca i	2	control	0	
3500	5	Lactuca i	2	autogamy	0	
3500	3	Lactuca i	2	outcrossing	0	
3500	2	Lactuca i	2	control	3	
3500	4	Lactuca i	2	geitonogamy	4	
3500	3	Lactuca i	3	autogamy	0	
3500	5	Lactuca i	3	control	0	
3500	3	Lactuca i	3	control	0	
3500	4	Lactuca i	3	outcrossing	0	
3500	2	Lactuca i	3	control	0	
3500	5	Lactuca i	3	outcrossing	0	
3500	4	Lactuca i	4	control	0	
3500	4	Lactuca i	4	outcrossing	11	
3500	2	Lactuca i	4	outcrossing	12	
3500	4	Lactuca i	5	outcrossing	0	5 small, check bag
3500	5	Lactuca i	50	control	4	renamed to 50, since it didn't have plant number
3500	5	Lactuca i	51	autogamy	0	renamed to 51, since it didn't have plant number
3500	2	Lactuca i	6	outcrossing	0	
3500	4	Lactuca i	6	autogamy	0	
3500	2	Lactuca i	6	autogamy	0	
3500	2	Lactuca i	6	control	3	
3500	2	Lactuca i	6	outcrossing	6	
3500	2	Lactuca i	7	autogamy	0	
4000	4	Lactuca i	1	control	0	
4000	7	Lactuca i	1	autogamy	0	too many lowers
4000	4	Lactuca i	2	autogamy	0	
4000	4	Lactuca i	2	autogamy	0	
4000	4	Lactuca i	3	geitonogamy	0	
4000	4	Lactuca i	3	geitonogamy	0	
4000	5	Lactuca i	4	control	0	renamed to 4 from 1, as to not overlap
4000	5	Lactuca i	4	autogamy	0	renamed to 4 from 1, as to not overlap
4000	7	Lactuca i	5	control	0	renamed to 5 from 1, as to not overlap
4000	7	Lactuca i	5	outcrossing	0	renamed to 5 from 1, as to not overlap
4000	4	Lactuca i	50	autogamy	0	renamed to 50, since it didn't have plant number
4000	3	Lactuca i	51	control	0	renamed to 51, since it didn't have plant number
4000	4	Lactuca i	52	control	0	renamed to 52, since it didn’t have number
4000	4	Lactuca i	53	control	0	renamed to 53, since it didn’t have number
4000	4	Lactuca i	54	control	0	renamed to 54, since it didn’t have number
4000	4	Lactuca i	55	autogamy	0	renamed to 55, since it didn’t have number
4000	4	Lactuca i	56	control	0	renamed to 56, since it didn’t have number
4000	4	Lactuca i	57	autogamy	0	renamed to 57, since it didn’t have number
4000	4	Lactuca i	58	autogamy	0	renamed to 58, since it didn’t have number
4000	4	Lactuca i	59	control	0	renamed to 59, since it didn’t have number
4000	7	Lactuca i	6	geitonogamy	0	renamed to 6 from 2, as to not overlap
4000	4	Lactuca i	60	autogamy	0	renamed to 60, since it didn’t have number
4000	5	Lactuca i	61	autogamy	0	renamed to 61, since it didn't have a plant number
4000	7	Lactuca i	62	autogamy	15	renamed to 62, since it didn’t have number
4000	7	Lactuca i	7	control	0	renamed to 7 from 3, as to not overlap
4000	7	Lactuca i	7	control	0	renamed to 7 from 3, as to not overlap
2800	1	Senecio b	1	outcrossing	0	all small, check bag
2800	1	Senecio b	1	geitonogamy	2	
2800	1	Senecio b	1	outcrossing	16	
2800	4	Senecio b	10	geitonogamy	0	bag said broken off from plant
2800	4	Senecio b	10	geitonogamy	1	
2800	4	Senecio b	10	control	2	
2800	4	Senecio b	10	outcrossing	28	
2800	5	Senecio b	13	control	0	
2800	5	Senecio b	14	geitonogamy	0	
2800	5	Senecio b	14	autogamy	0	again 33 tiny
2800	5	Senecio b	14	geitonogamy	0	45 tiny
2800	5	Senecio b	15	geitonogamy	0	look like small finished, check bag
2800	5	Senecio b	15	autogamy	0	small, check bag
2800	5	Senecio b	15	control	8	
2800	5	Senecio b	15	outcrossing	19	
2800	5	Senecio b	16	geitonogamy	0	
2800	5	Senecio b	16	autogamy	0	small not finished
2800	6	Senecio b	17	geitonogamy	2	
2800	6	Senecio b	19	autogamy	0	again very tiny like many I's, could it mean anything, check bag
2800	5	Senecio b	19	autogamy	0	56 tiny
2800	6	Senecio b	19	outcrossing	21	
2800	1	Senecio b	2	autogamy	0	43 tiny
2800	1	Senecio b	2	control	0	but many almost green, check bag
2800	1	Senecio b	2	autogamy	0	42 tiny
2800	6	Senecio b	20	outcrossing	30	
2800	6	Senecio b	21	autogamy	0	
2800	8	Senecio b	21	outcrossing	5	but some black might be dead, check bag
2800	8	Senecio b	21	control	11	more thinner, check bag
2800	6	Senecio b	22	geitonogamy	0	44 green, check bag
2800	6	Senecio b	23	control	0	
2800	6	Senecio b	23	control	3	
2800	6	Senecio b	23	control	4	
2800	7	Senecio b	25	control	0	many tiny
2800	8	Senecio b	28	geitonogamy	3	33 more maybe finished - check bag / checked
2800	2	Senecio b	3	autogamy	0	
2800	1	Senecio b	3	outcrossing	0	only many tiny
2800	1	Senecio b	3	control	1	
2800	1	Senecio b	3	geitonogamy	2	
2800	9	Senecio b	32	control	0	few almost
2800	9	Senecio b	32	outcrossing	54	
2800	9	Senecio b	33	autogamy	0	small not finished
2800	9	Senecio b	34	autogamy	0	none full, many small, check bag
2800	9	Senecio b	34	control	4	
2800	10	Senecio b	36	control	0	many small
2800	10	Senecio b	37	autogamy	0	small black, probably not able to grow - check bag
2800	10	Senecio b	37	geitonogamy	0	infected, but by what? check bag
2800	10	Senecio b	37	control	3	many almost
2800	11	Senecio b	39	geitonogamy	0	check bag
2800	11	Senecio b	39	autogamy	0	
2800	11	Senecio b	39	control	0	55 tiny
2800	2	Senecio b	4	control	1	more tiny
2800	11	Senecio b	4	control	3	
2800	11	Senecio b	40	autogamy	0	again very tiny like many I's, could it mean anything, check bag
2800	11	Senecio b	40	outcrossing	9	perfect specimen, check bag
2800	12	Senecio b	41	geitonogamy	2	
2800	12	Senecio b	42	outcrossing	0	tiny almost finished - check bag
2800	12	Senecio b	42	autogamy	0	
2800	12	Senecio b	42	geitonogamy	0	many tiny green
2800	13	Senecio b	43	control	0	small green, but not finished - check bag
2800	12	Senecio b	47	outcrossing	4	
2800	2	Senecio b	5	autogamy	0	
2800	2	Senecio b	5	autogamy	0	
2800	2	Senecio b	5	geitonogamy	5	
2800	2	Senecio b	5	outcrossing	7	
2800	2	Senecio b	7	geitonogamy	5	
2800	2	Senecio b	7	outcrossing	8	13 almost
2800	2	Senecio b	7	control	14	
2800	3	Senecio b	8	control	2	
2800	4	Senecio b	9	autogamy	0	but 55 small black
2800	4	Senecio b	9	geitonogamy	0	
2800	4	Senecio b	9	autogamy	0	again 55 small
2800	4	Senecio b	9	outcrossing	15	
3500	1	Senecio b	1	geitonogamy	0	look like small finished, check bag
3500	1	Senecio b	1	autogamy	0	again 27 green
3500	5	Senecio b	16	control	11	
3500	5	Senecio b	18	geitonogamy	0	54 maybe, check bag
3500	1	Senecio b	2	control	0	
3500	5	Senecio b	20	geitonogamy	0	look like small finished, check bag
3500	5	Senecio b	21	outcrossing	17	
3500	5	Senecio b	23	autogamy	0	again, 52 small, check bag
3500	5	Senecio b	23	geitonogamy	0	many tiny, check bag
3500	5	Senecio b	23	control	7	45 almost, must seed them
3500	4	Senecio b	7	control	4	more maybe, check bag
3500	4	Senecio b	8	geitonogamy	4	few more almost
3500	4	Senecio b	8	control	5	
