TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;18;10;44;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;45;00 23;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;1;10:45:23;45:23;26;10;45;49;45:49;dark fly;Calyptratae;;Diptera;NA;0;1;;;1;16;;;1;10;;;;;;;;;;;1;1;0;
2019;Nov;18;10;46;00 09;NA;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;1;10:46:09;46:09;28;10;46;37;46:37;small fly;Brachycera;;Diptera;NA;0;3;;;1;28;;;;;;;;;;;;;;;1;3;1;3
2019;Nov;18;10;46;00 32;NA;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;1;10:46:32;46:32;48;10;47;20;47:20;small fly;Brachycera;;Diptera;NA;0;3;;;1;30;;;1;18;;;;;;;;;;;1;3;1;3
2019;Nov;18;10;47;00 59;NA;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;1;10:47:59;47:59;13;10;48;12;48:12;small fly;Brachycera;;Diptera;NA;0;1;;;1;8;;;1;5;;;;;;;;;;;1;1;0;
2019;Nov;18;10;48;;NA;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;49;;00;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;50;;00;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;51;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;52;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;53;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;54;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;55;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;56;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;57;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;58;;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;10;59;00 48;;Crehyp6_20191118_10_00;1;Crepis ;hypochoeridea;6;8;0;;1;10:59:48;59:48;174;11;02;42;02:42;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;;;;;1;174;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;00;;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;18;11;01;00 49;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:01:49;01:49;27;11;02;16;02:16;small bee;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;27;;;;;;;;;;;1;1;1;1
2019;Nov;18;11;01;00 58;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:01:58;01:58;04;11;02;02;02:02;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;4;;;;;;;;;;;;;;;0;;0;
2019;Nov;18;11;02;00 05;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:02:05;02:05;69;11;03;14;03:14;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;49;;;1;20;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;03;00 33;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:03:33;03:33;15;11;03;48;03:48;small bee;small Apoidea;;Hymenoptera;NA;0;1;;;1;10;;;1;5;;;;;;;;;;;1;1;0;
2019;Nov;18;11;03;00 43;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:03:43;03:43;24;11;04;07;04:07;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;7;;;1;17;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;04;00 09;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:04:09;04:09;11;11;04;20;04:20;small bee;small Apoidea;;Hymenoptera;NA;0;1;;;1;11;;;;;;;;;;;;;;;1;1;0;
2019;Nov;18;11;05;00 32;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:05:32;05:32;28;11;06;00;06:00;small bee;small Apoidea;;Hymenoptera;NA;0;3;;;1;18;;;1;10;;;;;;;;;;;1;3;1;3
2019;Nov;18;11;05;00 47;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:05:47;05:47;47;11;06;34;06:34;small bee;small Apoidea;;Hymenoptera;NA;0;3;;;1;17;;;1;30;;;;;;;;;;;1;3;1;3
2019;Nov;18;11;06;00 12;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:06:12;06:12;11;11;06;23;06:23;dark fly;Brachycera;;Diptera;NA;0;1;;;1;5;;;1;6;;;;;;;;;;;1;1;0;
2019;Nov;18;11;06;00 23;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:06:23;06:23;20;11;06;43;06:43;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;8;;;1;12;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;06;00 47;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:06:47;06:47;18;11;07;05;07:05;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;6;;;1;12;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;06;00 52;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:06:52;06:52;06;11;06;58;06:58;small bee;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;6;;;;;;;;;;;1;1;1;1
2019;Nov;18;11;07;00 22;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:07:22;07:22;02;11;07;24;07:24;small fly;Brachycera;;Diptera;NA;0;2;;;1;2;;;;;;;;;;;;;;;1;2;0;
2019;Nov;18;11;08;00 53;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:08:53;08:53;40;11;09;33;09:33;small bee;small Apoidea;;Hymenoptera;NA;0;2;;;1;15;;;1;25;;;;;;;;;;;1;2;1;2
2019;Nov;18;11;09;00 38;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;1;11:09:38;09:38;71;11;10;49;10:49;small bee;small Apoidea;;Hymenoptera;NA;0;5;;;1;25;;;1;46;;;;;;;;;;;1;5;1;5
2019;Nov;18;11;10;;;Crehyp6_20191118_11_00;1;Crepis ;hypochoeridea;6;8;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
