TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Smelling' the flower;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;13;09;46;00 14;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;1;09:46:14;46:14;03;09;46;17;46:17;Brachycera sp.;Brachycera;;Diptera;NA;0;1;;;;;;;1;3;;;;;;;;;;;;;1;1;0;
2019;Nov;13;09;47;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;48;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;49;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;50;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;51;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;52;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;53;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;54;00 15;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;1;09:54:15;54:15;93;09;55;48;55:48;Brachycera sp.;Striped fly with ant;yes;Diptera;NA;0;2;;;1;2;;;1;91;;;;;;;;;;;;;1;2;0;
2019;Nov;13;09;55;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;56;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;57;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;58;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;09;59;;;Senpur4_20191113_09_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;00;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;01;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;02;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;03;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;04;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;05;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;06;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;07;00 49;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:07:49;07:49;33;10;08;22;08:22;Small apoidea sp.;small Apoidea;;Hymenoptera; ;0;2;;;;;;;1;33;;;;;;;;;;;;;1;2;0;
2019;Nov;13;10;08;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;09;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;10;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;11;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;12;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;13;00 22;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:13:22;13:22;28;10;13;50;13:50;Acalyptratae sp.;Blue metallic fly;yes;Diptera;NA;0;1;;;;;;;1;28;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;13;00 58;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:13:58;13:58;206;10;17;24;17:24;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;3;;;1;1;1;1;1;204;;;;;;;;;;;;;1;3;0;
2019;Nov;13;10;14;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;15;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;16;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;17;00 53;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:17:53;17:53;175;10;20;48;20:48;Small apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;3;;;1;1;;;1;174;;;;;;;;;;;;;1;3;0;
2019;Nov;13;10;18;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;19;00 30;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:19:30;19:30;23;10;19;53;19:53;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;23;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;20;00 05;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:20:05;20:05;08;10;20;13;20:13;Small apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;2;;;;;;;1;8;;;;;;;;;;;;;1;2;0;
2019;Nov;13;10;20;00 07;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:20:07;20:07;127;10;22;14;22:14;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;3;;;1;3;1;1;1;123;;;;;;;;;;;;;1;3;0;
2019;Nov;13;10;21;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;22;00 01;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:22:01;22:01;13;10;22;14;22:14;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;13;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;22;00 13;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:22:13;22:13;01;10;22;14;22:14;Apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;1;;;;;;;1;1;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;22;00 15;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:22:15;22:15;429;10;29;24;29:24;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;5;;;1;7;1;3;1;419;;;;;;;;;;;;;1;5;0;
2019;Nov;13;10;22;00 56;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:22:56;22:56;19;10;23;15;23:15;Brachycera sp.;Anthomyia sp.02;yes;Diptera;NA;0;2;;;1;1;;;1;18;;;;;;;;;;;;;1;2;0;
2019;Nov;13;10;23;00 17;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:23:17;23:17;60;10;24;17;24:17;Apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;3;;;;;1;2;1;58;;;;;;;;;;;;;1;3;0;
2019;Nov;13;10;24;00 36;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:24:36;24:36;37;10;25;13;25:13;Apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;3;;;1;2;;;1;35;;;;;;;;;;;;;1;3;0;
2019;Nov;13;10;25;00 21;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:25:21;25:21;574;10;34;55;34:55;Small apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;6;;;1;2;1;1;1;571;;;;;;;;;;;;;1;6;0;
2019;Nov;13;10;26;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;27;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;28;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;29;00 15;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:29:15;29:15;09;10;29;24;29:24;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;9;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;30;00 08;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:30:08;30:08;16;10;30;24;30:24;Small apoidea sp.;small Apoidea;;Hymenoptera;NA;0;1;;;;;;;1;16;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;31;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;32;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;33;;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;34;00 30;;Senpur4_20191113_10_00;1;Senecio;purpureus;4;10;0;;1;10:34:30;34:30;51;10;35;21;35:21;Apoidea sp.;Striped Halictidae;yes;Hymenoptera;NA;0;4;;;;;1;2;1;49;;;;;;;;;;;;;1;4;0;
