TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;00;03;55;;;Clesim5_20191100_03_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;03;56;;;Clesim5_20191100_03_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;03;57;;;Clesim5_20191100_03_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;03;58;;;Clesim5_20191100_03_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;03;59;;;Clesim5_20191100_03_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;00;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;01;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;02;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;03;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;04;00 55;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;1;04:04:55;04:55;423;04;11;58;11:58;big moth;Geometridae sp.01;;Lepidoptera;NA;0;4;;;1;200;;;;;1;223;;;;;;;;;1;4;1;4
2019;Nov;00;04;05;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;06;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;07;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;08;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;09;00 23;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;1;04:09:23;09:23;43;04;10;06;10:06;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;1;;3;;;;;;;1;43;;;;;;;;;1;1;1;1
2019;Nov;00;04;10;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;11;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;12;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;13;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;14;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;15;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;16;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;17;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;18;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;19;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;20;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;21;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;22;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;23;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;24;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;25;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;26;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;27;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;28;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;29;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;30;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;31;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;32;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;33;00 53;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;1;04:33:53;33:53;06;04;33;59;33:59;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;3;;;;;;;;;1;6;;;;;;;;;1;3;1;3
2019;Nov;00;04;34;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;35;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;36;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;37;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;38;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;39;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;40;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;41;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;42;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;43;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;44;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;45;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;46;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;47;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;48;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;49;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;50;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;51;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;52;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;53;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;54;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;55;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;56;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;57;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;58;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;04;59;;;Clesim5_20191100_04_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;00;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;01;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;02;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;03;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;04;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;05;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;06;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;07;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;08;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;09;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;10;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;11;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;12;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;13;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;14;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;15;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;16;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;17;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;18;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;19;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;20;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;21;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;22;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;23;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;24;00 50;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;1;05:24:50;24:50;25;05;25;15;25:15;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;3;;;;;;;;;1;25;;;;;;;;;1;3;1;3
2019;Nov;00;05;25;00 27;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;1;05:25:27;25:27;25;05;25;52;25:52;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;3;;;;;;;;;1;25;;;;;;;;;1;3;1;3
2019;Nov;00;05;26;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;27;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;28;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;29;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;30;00 41;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;1;05:30:41;30:41;52;05;31;33;31:33;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;4;;;;;;;;;1;52;;;;;;;;;1;4;1;4
2019;Nov;00;05;31;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;32;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;33;00 54;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;1;05:33:54;33:54;05;05;33;59;33:59;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;1;;;;;;;;;1;5;;;;;;;;;1;1;1;1
2019;Nov;00;05;34;00 13;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;1;05:34:13;34:13;03;05;34;16;34:16;big moth;Noctuidae sp.07;;Lepidoptera;NA;0;1;;;;;;;;;1;3;;;;;;;;;1;1;1;1
2019;Nov;00;05;35;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;36;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;37;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;38;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;39;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;40;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;41;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;42;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;43;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;44;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;45;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;46;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;47;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;48;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;00;05;49;;;Clesim5_20191100_05_00;1;Clematis;simensis;5;29;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
