TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2021;Nov;09;21;27;00 21;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;1;21:27:21;27:21;117;21;29;18;29:18;moth;Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;21;28;00 28;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;1;21:28:28;28:28;34;21;29;02;29:02;moth;Erebidae/Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;21;29;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;30;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;31;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;32;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;33;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;34;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;35;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;36;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;37;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;38;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;39;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;40;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;41;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;42;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;43;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;44;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;45;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;46;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;47;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;48;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;49;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;50;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;51;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;52;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;53;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;54;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;55;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;56;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;57;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;58;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;21;59;;;Hyprev3_20211109_21_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;00;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;01;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;02;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;03;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;04;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;05;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;06;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;07;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;08;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;09;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;10;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;11;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;12;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;13;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;14;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;15;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;16;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;17;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;18;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;19;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;20;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;21;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;22;00 01;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:22:01;22:01;05;22;22;06;22:06;moth;Erebidae/Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;22;00 32;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:22:32;22:32;49;22;23;21;23:21;moth;Noctuidae sp.12;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;23;00 44;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:23:44;23:44;10;22;23;54;23:54;moth;Erebidae;;Lepidoptera;NA;;2;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;24;00 40;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:24:40;24:40;12;22;24;52;24:52;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;25;00 05;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:25:05;25:05;06;22;25;11;25:11;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;26;00 01;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:26:01;26:01;400;22;32;41;32:41;moth;Noctuidae sp.04;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;26;00 38;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:26:38;26:38;10;22;26;48;26:48;moth;Erebidae/Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;27;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;28;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;29;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;30;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;31;00 38;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:31:38;31:38;07;22;31;45;31:45;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;32;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;33;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;34;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;35;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;36;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;37;00 07;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:37:07;37:07;43;22;37;50;37:50;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;38;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;39;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;40;00 20;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:40:20;40:20;03;22;40;23;40:23;moth;Sphingidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;41;00 20;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:41:20;41:20;26;22;41;46;41:46;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;42;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;43;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;44;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;45;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;46;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;47;00 11;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;1;22:47:11;47:11;57;22;48;08;48:08;moth;Erebidae/Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;22;48;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;49;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;50;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;51;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;52;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;53;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;54;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;55;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;56;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;57;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;58;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;22;59;;;Hyprev3_20211109_22_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;00;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;01;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;02;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;03;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;04;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;05;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;06;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;07;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;08;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;09;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;10;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;11;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;12;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;13;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;14;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;15;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;23;16;;;Hyprev3_20211109_23_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
