TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2021;Nov;10;10;31;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;32;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;33;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;34;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;35;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;36;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;37;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;38;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;39;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;40;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;41;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;42;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;43;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;44;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;45;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;46;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;47;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;48;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;49;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;50;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;51;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;52;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;53;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;54;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;55;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;56;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;57;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;58;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;10;59;;;Hyprev3_20211110_10_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;00;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;01;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;02;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;03;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;04;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;05;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;06;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;07;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;08;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;09;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;10;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;11;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;12;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;13;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;14;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;15;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;16;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;17;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;18;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;19;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;20;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;21;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;22;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;23;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;24;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;25;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;26;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;27;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;28;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;29;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;30;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;31;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;32;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;33;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;34;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;35;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;36;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;37;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;38;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;39;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;40;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;41;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;42;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;43;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;44;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;45;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;46;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;47;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;48;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;49;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;50;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;51;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;52;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;53;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;54;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;55;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;56;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;57;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;58;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;11;59;;;Hyprev3_20211110_11_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;00;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;01;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;02;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;03;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;04;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;05;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;06;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;07;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;08;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;09;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;10;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;11;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;12;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;13;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;14;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;15;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;16;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;17;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;18;00 21;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;1;12:18:21;18:21;02;12;18;23;18:23;fly;Apis melifera;yes;Hymenoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;10;12;19;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;20;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;21;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;22;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;10;12;23;;;Hyprev3_20211110_12_00;1;Hypericum;revolutum;3;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
