TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;SD IDs;;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2021;Nov;07;15;44;00 35;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:44:35;44:35;05;15;44;40;44:40;bee;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;1;2;1;3;;;;;;;;;1;1;1;1
2021;Nov;07;15;45;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;46;00 55;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:46:55;46:55;118;15;48;53;48:53;small fly;Striped fly with ant;;Diptera;NA;;1;;;1;40;;;;;1;68;;;;;;;;;0;;0;
2021;Nov;07;15;47;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;48;00 33;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:48:33;48:33;247;15;52;40;52:40;small fly;Diptera sp.10;;Diptera;NA;0;1;;;1;47;;;;;1;200;;;;;;;;;1;1;0;
2021;Nov;07;15;49;00 37;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:49:37;49:37;488;15;57;45;57:45;small fly;Grey fly with dots;;Diptera;NA;0;1;;;1;88;;;;;1;400;;;;;;;;;0;;0;
2021;Nov;07;15;49;00 59;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:49:59;49:59;175;15;52;54;52:54;tiny fly;Diptera sp.10;;Diptera;NA;0;1;;;1;175;;;;;;;;;;;;;;;0;;0;
2021;Nov;07;15;50;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;51;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;52;00 15;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:52:15;52:15;08;15;52;23;52:23;Apis;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;1;2;1;6;;;;;;;;;1;1;1;1
2021;Nov;07;15;53;00 18;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:53:18;53:18;383;15;59;41;59:41;small fly;Diptera sp.10;;Diptera;NA;0;1;;;1;183;;;;;1;200;;;;;;;;;1;1;0;
2021;Nov;07;15;54;00 30;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:54:30;54:30;12;15;54;42;54:42;Apis;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;1;4;1;8;;;;;;;;;1;1;1;1
2021;Nov;07;15;54;00 44;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:54:44;54:44;06;15;54;50;54:50;Apis;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;;;1;6;;;;;;;;;1;1;0;
2021;Nov;07;15;54;00 53;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:54:53;54:53;03;15;54;56;54:56;Apis;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;1;1;1;2;;;;;;;;;1;1;1;1
2021;Nov;07;15;55;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;56;00 18;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:56:18;56:18;09;15;56;27;56:27;Apis;Apis mellifera;;Hymenoptera;NA;0;1;;;;;;;1;2;1;7;;;;;;;;;1;1;0;
2021;Nov;07;15;56;00 53;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:56:53;56:53;20;15;57;13;57:13;unknown;tiny Diptera;;Diptera;NA;0;1;;;1;20;;;;;;;;;;;small black thing with unknown departure time.;;;;0;;0;
2021;Nov;07;15;57;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;15;58;00 49;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;1;15:58:49;58:49;202;16;02;11;02:11;wasp;small Apoidea;;Hymenoptera;NA;;1;;;1;60;;;;;1;130;;;;;;;;;0;;0;
2021;Nov;07;15;59;;;Hyprev2_20211107_15_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;;;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;16;00;;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;16;01;;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;16;02;00 48;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;1;16:02:48;02:48;201;16;06;09;06:09;bee;small Apoidea;;Hymenoptera;NA;0;1;;;1;50;;;;;1;151;;;;;;;;;1;1;0;
2021;Nov;07;16;03;00 34;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;1;16:03:34;03:34;25;16;03;59;03:59;tiny fly;Diptera sp.10;;Diptera;NA;0;1;;;1;25;;;;;;;;;;;;;;;0;;0;
2021;Nov;07;16;04;;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;16;05;;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;07;16;06;;;Hyprev2_20211107_16_00;1;Hypericum;revolutum;2;1;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
