TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Smelling' the flower;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;11;09;28;00 12;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:28:12;28:12;867;09;42;39;42:39;Acalyptratae sp.;Anthomyia sp.02;yes;Diptera;NA;0;9;;;1;58;1;8;1;801;;;;;;;;;;;;;1;9;0;
2019;Nov;11;09;29;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;30;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;31;00 00;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:31:00;31:00;06;09;31;06;31:06;Acalyptratae sp.;Anthomyia sp.02;yes;Diptera;NA;0;1;;;;;;;1;6;;;;;;;;;;;;;1;1;0;
2019;Nov;11;09;32;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;33;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;34;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;35;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;36;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;37;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;38;00 01;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:38:01;38:01;52;09;38;53;38:53;Acalyptratae sp.;Anthomyia sp.02;yes;Diptera;NA;0;3;;;1;15;1;3;1;34;;;;;;;;;;;;;1;3;0;
2019;Nov;11;09;38;00 10;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:38:10;38:10;40;09;38;50;38:50;Acalyptratae sp.;Anthomyia sp.02;yes;Diptera;NA;0;4;;;1;2;1;1;1;37;;;;;;;;;;;;;1;4;0;
2019;Nov;11;09;39;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;40;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;41;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;42;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;43;00 29;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:43:29;43:29;72;09;44;41;44:41;Apis mellifera;Apis mellifera;yes;Hymenoptera;NA;0;9;;;1;2;1;8;1;62;;;;;;;;;;;;;1;9;0;
2019;Nov;11;09;44;00 18;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:44:18;44:18;146;09;46;44;46:44;Acalyptratae sp.;Brachycera;;Diptera;NA;0;2;;;;;1;1;1;145;;;;;;;;;;;;;1;2;0;
2019;Nov;11;09;45;00 56;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:45:56;45:56;175;09;48;51;48:51;Acalyptratae sp.;Anthomyia sp.02;yes;Diptera;NA;0;12;;;1;1;1;11;1;163;;;;;;;;;;;;;1;12;0;
2019;Nov;11;09;46;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;47;;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;11;09;48;00 11;;Senpur3_20191111_09_00;1;Senecio;purpureus;3;45;0;;1;09:48:11;48:11;06;09;48;17;48:17;Apis mellifera;Apis mellifera;yes;Hymenoptera;NA;0;1;;;;;1;1;1;5;;;;;;;;;;;;;1;1;0;
