TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;22;12;29;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;30;00 22;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;1;12:30:22;30:22;07;12;30;29;30:29;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;7;;;;;;;;;;;;;;;0;;0;
2019;Nov;22;12;31;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;32;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;33;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;34;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;35;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;36;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;37;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;38;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;39;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;40;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;41;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;42;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;43;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;44;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;45;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;46;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;47;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;48;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;49;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;50;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;51;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;52;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;53;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;54;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;55;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;56;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;57;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;58;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;59;;;Crehyp10_20191122_12_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;00;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;01;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;02;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;03;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;04;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;05;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;06;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;07;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;08;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;09;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;10;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;11;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;12;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;13;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;14;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;15;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;16;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;17;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;18;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;19;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;20;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;21;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;22;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;23;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;24;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;25;00 41;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;1;13:25:41;25:41;12;13;25;53;25:53;fly ;Calliphoridae sp.05;yes;Diptera;NA;0;1;;;1;12;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;22;13;26;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;27;00 11;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;1;13:27:11;27:11;05;13;27;16;27:16;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;5;;;;;;;;;;;;;;;0;;0;
2019;Nov;22;13;28;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;29;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;30;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;31;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;32;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;33;00 05;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;1;13:33:05;33:05;07;13;33;12;33:12;fly ;Anthomyia sp.02;yes;Diptera;NA;0;1;;;1;7;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;22;13;34;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;35;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;36;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;37;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;38;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;39;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;40;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;41;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;42;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;43;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;44;00 52;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;1;13:44:52;44:52;64;13;45;56;45:56;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;64;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;22;13;45;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;46;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;47;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;48;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;49;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;50;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;51;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;52;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;53;00 56;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;1;13:53:56;53:56;08;13;54;04;54:04;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;8;;;;;;;;;;;;;;;0;;0;
2019;Nov;22;13;54;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;55;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;56;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;57;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;58;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;59;;;Crehyp10_20191122_13_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;00;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;01;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;02;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;03;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;04;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;05;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;06;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;07;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;08;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;09;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;10;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;11;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;12;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;13;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;14;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;15;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;16;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;17;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;18;;;Crehyp10_20191122_14_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
