TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Smelling' the flower;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;13;10;29;00 44;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:29:44;29:44;01;10;29;45;29:45;like a bee;Striped Halictidae;yes;Hymenoptera;NA;0;1;;;1;1;;;;;;;;;;;;;;;;;0;;0;
2019;Nov;13;10;30;00 34;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:30:34;30:34;120;10;32;34;32:34;Brachycera sp. - Striped;Tachinidae sp.2;yes;Diptera;NA;0;1;;;1;14;;;;;1;104;;;;;1;2;;;;;1;1;0;
2019;Nov;13;10;31;;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;32;;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;33;;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;13;10;34;00 10;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:34:10;34:10;19;10;34;29;34:29;Brachycera sp.;Brachycera;;Diptera;NA;0;1;;;1;19;;;;;;;;;;;;;;;;;0;;0;
2019;Nov;13;10;34;00 34;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:34:34;34:34;21;10;34;55;34:55;Brachycera sp.;Tachinidae sp.2;yes;Diptera;NA;0;1;;;1;2;;;;;1;19;;;;;;;;;;;1;1;0;
2019;Nov;13;10;34;00 50;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:34:50;34:50;51;10;35;41;35:41;Brachycera sp.;Brachycera;;Diptera;NA;0;1;;;1;16;;;1;21;1;14;;;;;;;;;;;1;1;0;
2019;Nov;13;10;35;00 45;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:35:45;35:45;19;10;36;04;36:04;small black Brachycera sp.;Brachycera;;Diptera;NA;0;1;;;1;14;1;1;1;4;;;;;;;;;;;;;1;1;0;
2019;Nov;13;10;36;00 09;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:36:09;36:09;239;10;40;08;40:08;small black Brachycera sp.;Brachycera;;Diptera;NA;0;2;;;1;113;1;1;1;2;1;123;;;;;;;;;;;1;2;0;
2019;Nov;13;10;36;00 42;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;1;10:36:42;36:42;102;10;38;24;38:24;Brachycera sp. - Striped;Tachinidae sp.2;yes;Diptera;NA;0;1;;;1;30;;;;;1;72;;;;;;;;;;;1;1;0;
2019;Nov;13;10;37;;;Gerara4_20191113_10_00;1;Geranium;arabica;4;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
